year,raw_category_label,category_code,band_from,band_to,employee_rate,employer_rate,total_rate,employee_amount,employer_amount,total_amount,source_url
2025,Class A,,0,221.78,,,6.62,6.62,13.24,data.txt
2025,"Class A (Under 18)",,0,221.78,,,6.62,6.62,13.24,data.txt
2025,Class B,,0,221.78,,,22.18,22.18,44.36,data.txt
2025,Class C,,221.79,451.91,0.10,0.10,,,,data.txt
2025,Class C,,221.79,544.28,0.10,0.10,,,,data.txt
2025,Class D,,451.92,,,,45.19,45.19,90.38,data.txt
2025,Class D,,544.29,,,,54.43,54.43,108.86,data.txt
2025,Class E,,,,0.10,0.10,,,,4.38,4.38,data.txt
2025,Class F,,,,0.10,0.10,,,,7.94,7.94,data.txt
